District,candidate,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 11,"Mccormick, Karen",-17.39,4/13/21 0:00,Lazo Empanadas,Denver,CO,80202,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",17.39,4/13/21 0:00,Lazo Empanadas,Denver,CO,80202,Other,Unexpended Funds From Prior Election Cycle- Staff Meal
House District 11,"Mccormick, Karen",12.96,4/19/21 0:00,Capitol Market,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",36.72,4/19/21 0:00,Aperitivo,Boulder,CO,80301,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-36.72,4/19/21 0:00,Aperitivo,Boulder,CO,80301,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",36.72,4/19/21 0:00,Aperitivo,Boulder,CO,80301,Other,Unexpended Funds From Prior Election Cycle- Staff Meals
House District 11,"Mccormick, Karen",-12.96,4/19/21 0:00,Capitol Market,Denver,CO,80203,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",12.96,4/19/21 0:00,Capitol Market,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle- Office Supplies
House District 11,"Mccormick, Karen",32.68,4/23/21 0:00,City O City,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-32.68,4/23/21 0:00,City O City,Denver,CO,80203,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",32.68,4/23/21 0:00,City O City,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle- Staff Meals
House District 11,"Mccormick, Karen",63.06,4/26/21 0:00,Comcast,Centennial,CO,80112,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",150,4/26/21 0:00,Lowes,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",1161.08,4/26/21 0:00,Best Buy,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-1161.08,4/26/21 0:00,Best Buy,Longmont,CO,80501,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",1161.08,4/26/21 0:00,Best Buy,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle- Office Supplies - Tablet
House District 11,"Mccormick, Karen",-150,4/26/21 0:00,Lowes,Longmont,CO,80501,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",150,4/26/21 0:00,Lowes,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle- Staff Expenses Interns
House District 11,"Mccormick, Karen",-63.06,4/26/21 0:00,Comcast,Centennial,CO,80112,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",63.06,4/26/21 0:00,Comcast,Centennial,CO,80112,Other,Unexpended Funds From Prior Election Cycle- Wifi At Office
House District 11,"Mccormick, Karen",100,4/29/21 0:00,Second Wind,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",12,4/29/21 0:00,Google Llc,Mountain View,CA,94043,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-100,4/29/21 0:00,Second Wind,Denver,CO,80203,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",100,4/29/21 0:00,Second Wind,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle- Event For Legislators
House District 11,"Mccormick, Karen",36,4/30/21 0:00,Bastiens,Denver,CO,80206,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-36,4/30/21 0:00,Bastiens,Denver,CO,80206,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",36,4/30/21 0:00,Bastiens,Denver,CO,80206,Other,Unexpended Funds From Prior Election Cycle- Staff Meals
House District 11,"Mccormick, Karen",144,5/4/21 0:00,Karen A Mccormick,Longmont,CO,80503,Other,Unexpended Funds To Reimburse For Squarespace Website
House District 11,"Mccormick, Karen",49.64,5/14/21 0:00,City O City,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",26.28,5/14/21 0:00,City O City,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-26.28,5/14/21 0:00,City O City,Denver,CO,80203,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",26.28,5/14/21 0:00,City O City,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle- Staff Meals
House District 11,"Mccormick, Karen",-49.64,5/14/21 0:00,City O City,Denver,CO,80203,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",49.64,5/14/21 0:00,City O City,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle- Staff Meals
House District 11,"Mccormick, Karen",141.06,5/17/21 0:00,Amazon,Seattle,WA,98108,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-141.06,5/17/21 0:00,Amazon,Seattle,WA,98108,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",141.06,5/17/21 0:00,Amazon,Seattle,WA,98108,Other,Unexpended Funds From Prior Election Cycle- Office Supplies
House District 11,"Mccormick, Karen",0.4,5/18/21 0:00,Act Blue Llc,Somerville,MA,2144,Bank Fees,Unexpended Funds Act Blue Fees
House District 11,"Mccormick, Karen",32.19,5/19/21 0:00,Sams Club,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",46.13,5/19/21 0:00,National Caucus Of Environmental Legislators,Washington,DC,20005,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-32.19,5/19/21 0:00,Sams Club,Longmont,CO,80501,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",32.19,5/19/21 0:00,Sams Club,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle - Gas To Denver
House District 11,"Mccormick, Karen",63.06,5/25/21 0:00,Comcast,Centennial,CO,80112,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-63.06,5/25/21 0:00,Comcast,Centennial,CO,80112,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",63.06,5/25/21 0:00,Comcast,Centennial,CO,80112,Other,Unexpended Funds From Prior Election Cycle - Wifi At Office
House District 11,"Mccormick, Karen",23.64,5/26/21 0:00,Capitol Market,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",118,5/26/21 0:00,United States Postal Service,Hygiene,CO,80533,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",1300,5/26/21 0:00,Black Opal Strategies,Westminster,CO,80031,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-1300,5/26/21 0:00,Black Opal Strategies,Westminster,CO,80031,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",1300,5/26/21 0:00,Black Opal Strategies,Westminster,CO,80031,Other,Unexpended Funds From Prior Election Cycle - Social Media Company
House District 11,"Mccormick, Karen",-23.64,5/26/21 0:00,Capitol Market,Denver,CO,80203,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",23.64,5/26/21 0:00,Capitol Market,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle - Staff Meals
House District 11,"Mccormick, Karen",12,6/1/21 0:00,Google Llc,Mountain View,CA,94043,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",47.33,6/1/21 0:00,Walgreens,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",37.84,6/1/21 0:00,Sams Club,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-37.84,6/1/21 0:00,Sams Club,Longmont,CO,80501,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",37.84,6/1/21 0:00,Sams Club,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle - Gas To Denver
House District 11,"Mccormick, Karen",-47.33,6/1/21 0:00,Walgreens,Longmont,CO,80501,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",47.33,6/1/21 0:00,Walgreens,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle - Ofice Supplies
House District 11,"Mccormick, Karen",26.28,6/3/21 0:00,City O City,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",39.63,6/3/21 0:00,Sams Club,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",26.01,6/3/21 0:00,Planned Parenthood Of The Rockies,Denver,CO,80218,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-26.01,6/3/21 0:00,Planned Parenthood Of The Rockies,Denver,CO,80218,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",26.01,6/3/21 0:00,Planned Parenthood Of The Rockies,Denver,CO,80218,Other,Unexpended Funds From Prior Election Cycle - Attend Event
House District 11,"Mccormick, Karen",-39.63,6/3/21 0:00,Sams Club,Longmont,CO,80501,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",39.63,6/3/21 0:00,Sams Club,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle - Gas To Denver
House District 11,"Mccormick, Karen",-26.28,6/3/21 0:00,City O City,Denver,CO,80203,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",26.28,6/3/21 0:00,City O City,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle - Staff Meals
House District 11,"Mccormick, Karen",2.38,6/13/21 0:00,Act Blue Llc,Somerville,MA,2144,Bank Fees,Unexpended Funds From Prior Election Cycle Act Blue Fees
House District 11,"Mccormick, Karen",350,6/18/21 0:00,Council Of State Governments,Lexington,KY,40511,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-350,6/18/21 0:00,Council Of State Governments,Lexington,KY,40511,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",350,6/18/21 0:00,Council Of State Governments,Lexington,KY,40511,Other,Unexpended Funds From Prior Election Cycle - Conference Fee For Legislators
House District 11,"Mccormick, Karen",47.05,6/21/21 0:00,Conoco,Longmont,CO,80503,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",12,6/21/21 0:00,Washed Up Car Wash,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-12,6/21/21 0:00,Washed Up Car Wash,Longmont,CO,80501,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",12,6/21/21 0:00,Washed Up Car Wash,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle - Car Expense Travel To Denver
House District 11,"Mccormick, Karen",-47.05,6/21/21 0:00,Conoco,Longmont,CO,80503,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",47.05,6/21/21 0:00,Conoco,Longmont,CO,80503,Other,Unexpended Funds From Prior Election Cycle - Wifi At Office
House District 11,"Mccormick, Karen",279.37,6/23/21 0:00,Target,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-279.37,6/23/21 0:00,Target,Longmont,CO,80501,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",279.37,6/23/21 0:00,Target,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle - Office Supplies
House District 11,"Mccormick, Karen",63.08,6/25/21 0:00,Comcast,Centennial,CO,80112,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-63.08,6/25/21 0:00,Comcast,Centennial,CO,80112,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",63.08,6/25/21 0:00,Comcast,Centennial,CO,80112,Other,Unexpended Funds From Prior Election Cycle - Wifi At Office
House District 11,"Mccormick, Karen",139.25,6/28/21 0:00,Karen A Mccormick,Longmont,CO,80503,Other,Unexpended Funds - Reimburse For Toll Fees To Denver
House District 11,"Mccormick, Karen",1100,6/28/21 0:00,Black Opal Strategies,Westminster,CO,80031,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-1100,6/28/21 0:00,Black Opal Strategies,Westminster,CO,80031,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",1100,6/28/21 0:00,Black Opal Strategies,Westminster,CO,80031,Other,Unexpended Funds From Prior Election Cycle - Social Media Company
House District 11,"Mccormick, Karen",344.63,6/29/21 0:00,"C & D Printing, Inc",Denver,CO,80212,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",12,6/29/21 0:00,Google Llc,Mountain View,CA,94043,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",-344.63,6/29/21 0:00,"C & D Printing, Inc",Denver,CO,80212,Other,Offset Due To Update Of Filed Item - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",344.63,6/29/21 0:00,"C & D Printing, Inc",Denver,CO,80212,Other,Unexpended Funds From Prior Election Cycle - Restock Postcards And Letterhead
House District 11,"Mccormick, Karen",44.7,7/6/21 0:00,Conoco,Longmont,CO,80503,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",46.94,7/8/21 0:00,City O City,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",450,7/8/21 0:00,Colorado Water Congress,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle - Water Congress Meeting
House District 11,"Mccormick, Karen",178.8,7/9/21 0:00,Steamboat Grand Hotel,Steamboat Springs,CO,80487,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",0.2,7/11/21 0:00,Act Blue Llc,Somerville,MA,2144,Other,Act Blue Fees - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",39.17,7/12/21 0:00,The Home Depot,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",41.43,7/19/21 0:00,Sams Club,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",63.08,7/26/21 0:00,Comcast,Centennial,CO,80112,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",12,7/29/21 0:00,Google Llc,Mountain View,CA,94043,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",205.03,7/30/21 0:00,Steamboat Grand Hotel,Steamboat Springs,CO,80487,Other,Unexpended Funds From Prior Election Cycle - Water Congress
House District 11,"Mccormick, Karen",205.02,8/5/21 0:00,Steamboat Grand Hotel,Steamboat Springs,CO,80487,Other,Unexpended Funds From Prior Election Cycle - Ag Drought Tour
House District 11,"Mccormick, Karen",28.16,8/6/21 0:00,Colorado Ag Water Alliance,Centennial,CO,80112-3494,Other,Unexpended Funds From Prior Election Cycle - Boulder Tour De Farms
House District 11,"Mccormick, Karen",31.56,8/12/21 0:00,Carl'S Tavern,Steam,CO,80487,Other,Unexpended Funds From Prior Election Cycle - Legislative Meals
House District 11,"Mccormick, Karen",37.87,8/13/21 0:00,Fiesta Jalisco,Steamboat Springs,CO,80488,Other,Unexpended Funds From Prior Election Cycle - Meals
House District 11,"Mccormick, Karen",42.59,8/13/21 0:00,City Market,Steamboat Springs,CO,80477,Other,Unexpended Funds From Prior Election Cycle - Leg. Meals
House District 11,"Mccormick, Karen",0.2,8/15/21 0:00,Act Blue Llc,Somerville,MA,2144,Other,Act Blue Fees - Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",6.5,8/16/21 0:00,Steamboat Grand Hotel,Steamboat Springs,CO,80487,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",17.63,8/16/21 0:00,Cruisers Sub Shop,Steamboat Springs,CO,80487,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",2.5,8/18/21 0:00,Keep It Fresh,Fresno,CA,93725,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",178.79,8/19/21 0:00,Steamboat Grand Hotel,Steamboat Springs,CO,80487,Other,Unexpended Funds From Prior Election Cycle - Water Congress
House District 11,"Mccormick, Karen",35,8/23/21 0:00,United Airlines,Chicago,IL,60606,Other,Unexpended Funds From Prior Election Cycle - Israel State Legislature Trip
House District 11,"Mccormick, Karen",146.9,8/23/21 0:00,Travel Guard Group,New York,NY,10038,Other,Unexpended Funds From Prior Election Cycle - Travel Ins. For Israel Trip
House District 11,"Mccormick, Karen",2018.72,8/23/21 0:00,United Airlines,Chicago,IL,60606,Other,Unexpended Funds From Prior Election Cycle - Israel - State Legislature Trip
House District 11,"Mccormick, Karen",44.5,8/23/21 0:00,Sams Club,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle - Gas
House District 11,"Mccormick, Karen",300,8/23/21 0:00,Black Opal Strategies,Westminster,CO,80031,Other,Unexpended Funds From Prior Election Cycle - Media Services
House District 11,"Mccormick, Karen",63.08,8/24/21 0:00,Comcast,Centennial,CO,80112,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",5.99,8/25/21 0:00,Ziggi'S Coffee,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",72.65,8/26/21 0:00,Carl'S Tavern,Steam,CO,80487,Other,Unexpended Funds From Prior Election Cycle - Leg. Meals
House District 11,"Mccormick, Karen",49.19,8/26/21 0:00,Besame Steamboat,Steamboat Springs,CO,80487,Other,Unexpended Funds From Prior Election Cycle - Leg. Meals
House District 11,"Mccormick, Karen",2.16,8/26/21 0:00,Space Station Gas,Steamboat Springs,CO,80487,Other,Unexpended Funds From Prior Election Cycle - Leg. Meals
House District 11,"Mccormick, Karen",81.25,8/26/21 0:00,Fiesta Jalisco,Steamboat Springs,CO,80488,Other,Unexpended Funds From Prior Election Cycle - Leg. Meals
House District 11,"Mccormick, Karen",322.99,8/30/21 0:00,Steamboat Grand Hotel,Steamboat Springs,CO,80487,Other,Unexpended Funds From Prior Election Cycle - Water Congress Lodging
House District 11,"Mccormick, Karen",58.69,8/30/21 0:00,United States Postal Service,Hygiene,CO,80533,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",12,8/30/21 0:00,Google Llc,Mountain View,CA,94043,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",44.01,9/7/21 0:00,Sams Club,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle - Gas
House District 11,"Mccormick, Karen",300,9/7/21 0:00,Black Opal Strategies,Westminster,CO,80031,Other,Unexpended Funds From Prior Election Cycle - Media
House District 11,"Mccormick, Karen",26.99,9/16/21 0:00,Brewing Market,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",162.67,9/17/21 0:00,Zoom.Us,Denver,CO,80237,Other,Unexpended Funds From Prior Election Cycle - 1 Year Renewal
House District 11,"Mccormick, Karen",500,9/20/21 0:00,Boulder County Democratic Party,Boulder,CO,80303,Other,Unexpended Funds From Prior Election Cycle - Dues/Advertising
House District 11,"Mccormick, Karen",21.5,9/22/21 0:00,The Roost,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle - Leg. Meal
House District 11,"Mccormick, Karen",63.08,9/24/21 0:00,Comcast,Centennial,CO,80112,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",12,9/30/21 0:00,Google Llc,Mountain View,CA,94043,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",487.74,12/2/20 0:00,Facebook,Menlo Park,CA,94205,Advertising,Facebook Digital Ads Before Election
House District 11,"Mccormick, Karen",2.72,12/2/20 0:00,Blue Parasol Group Llc,Chantilly,VA,20151,Bank Fees,Merchant Service Fees
House District 11,"Mccormick, Karen",-2.72,12/2/20 0:00,Blue Parasol Group Llc,Chantilly,VA,20151,Bank Fees,Offset Due To Update Of Filed Item - Merchant Service Fees
House District 11,"Mccormick, Karen",2.72,12/2/20 0:00,Blue Parasol Group Llc,Chantilly,VA,20151,Other,Unexpended Funds For Merchant Service Fees
House District 11,"Mccormick, Karen",-487.74,12/2/20 0:00,Facebook,Menlo Park,CA,94205,Advertising,Offset Due To Update Of Filed Item - Facebook Digital Ads Before Election
House District 11,"Mccormick, Karen",487.74,12/2/20 0:00,Facebook,Menlo Park,CA,94205,Other,Unexpended Funds Facebook Digital Ads Before Election
House District 11,"Mccormick, Karen",43499.05,12/4/20 0:00,Karen For Co,Longmont,CO,80503,Other,End Of Election Cycle - Zero Out To Report Political Party Contribution And Unexpended Funds For The New Election Cycle.
House District 11,"Mccormick, Karen",2000,12/21/20 0:00,Ethan  Wade,Denver,CO,80211,Consultant & Professional Services,Campaign Consultant Services
House District 11,"Mccormick, Karen",-2000,12/21/20 0:00,Ethan  Wade,Denver,CO,80211,Consultant & Professional Services,Offset Due To Update Of Filed Item - Campaign Consultant Services
House District 11,"Mccormick, Karen",2000,12/21/20 0:00,Hdpcf,Denver,CO,80203,Other,Unexpended Funds To Pay For Dues
House District 11,"Mccormick, Karen",279,12/28/20 0:00,Colorado Politics Newspaper,Denver,CO,80203,Office Equipment & Supplies,
House District 11,"Mccormick, Karen",-279,12/28/20 0:00,Colorado Politics Newspaper,Denver,CO,80203,Office Equipment & Supplies,Offset Due To Update Of Filed Item
House District 11,"Mccormick, Karen",279,12/28/20 0:00,Colorado Politics Newspaper,Denver,CO,80203,Other,Unexpended Funds For Digital Access To Media - Office Supply
House District 11,"Mccormick, Karen",50,12/30/20 0:00,Comcast,Centennial,CO,80112,Rent & Utilities,
House District 11,"Mccormick, Karen",8.3,12/30/20 0:00,Ace Hardware,Longmont,CO,80501,Office Equipment & Supplies,
House District 11,"Mccormick, Karen",-50,12/30/20 0:00,Comcast,Centennial,CO,80112,Rent & Utilities,Offset Due To Update Of Filed Item
House District 11,"Mccormick, Karen",50,12/30/20 0:00,Comcast,Centennial,CO,80112,Other,Unexpended Funds For It Denver
House District 11,"Mccormick, Karen",-8.3,12/30/20 0:00,Ace Hardware,Longmont,CO,80501,Office Equipment & Supplies,Offset Due To Update Of Filed Item
House District 11,"Mccormick, Karen",8.3,12/30/20 0:00,Ace Hardware,Longmont,CO,80501,Other,Unexpended Funds For Office Supplies
House District 11,"Mccormick, Karen",325.53,12/31/20 0:00,Best Buy,Longmont,CO,80501,Office Equipment & Supplies,
House District 11,"Mccormick, Karen",12,12/31/20 0:00,Google Llc,Mountain View,CA,94043,Office Equipment & Supplies,
House District 11,"Mccormick, Karen",-325.53,12/31/20 0:00,Best Buy,Longmont,CO,80501,Office Equipment & Supplies,Offset Due To Update Of Filed Item
House District 11,"Mccormick, Karen",325.53,12/31/20 0:00,Best Buy,Longmont,CO,80501,Other,Unexpended Funds For Office It Equipment
House District 11,"Mccormick, Karen",-12,12/31/20 0:00,Google Llc,Mountain View,CA,94043,Office Equipment & Supplies,Offset Due To Update Of Filed Item
House District 11,"Mccormick, Karen",12,12/31/20 0:00,Google Llc,Mountain View,CA,94043,Other,Unexpended Funds For Google Hosting Services
House District 11,"Mccormick, Karen",25.55,10/1/21 0:00,Colorado Mountain Brew,Colorado Springs,CO,80921,"Food, Beverages and Meals",Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",772.53,10/4/21 0:00,Cheyenne Mountain Resort,Colorado Springs,CO,80906,Travel & Lodging,Unexpended Funds From Prior Election Cycle - Csg West
House District 11,"Mccormick, Karen",9.83,10/4/21 0:00,Cheyenne Mountain Resort,Colorado Springs,CO,80906,"Food, Beverages and Meals",Unexpended Funds From Prior Election Cycle - Csg West
House District 11,"Mccormick, Karen",8.68,10/4/21 0:00,Cheyenne Mountain Resort,Colorado Springs,CO,80906,"Food, Beverages and Meals",Unexpended Funds From Prior Election Cycle - Csg West
House District 11,"Mccormick, Karen",15.19,10/6/21 0:00,The Roost,Longmont,CO,80501,"Food, Beverages and Meals",Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",4.57,10/8/21 0:00,Courtyard By Marriott,Pueblo,CO,81003,"Food, Beverages and Meals",Unexpended Funds From Prior Election Cycle - C3 Trip
House District 11,"Mccormick, Karen",50,10/8/21 0:00,Democratic Women Of Boulder County,Boulder,CO,80305,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",50,10/14/21 0:00,Phillips 66,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",42.39,10/20/21 0:00,Phillips 66,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",6.15,10/21/21 0:00,Quiznos,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",1.65,10/21/21 0:00,32 Market,Denver,CO,80203,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",300,10/21/21 0:00,Black Opal Strategies,Westminster,CO,80031,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",63.08,10/25/21 0:00,Comcast,Centennial,CO,80112,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",48.08,10/25/21 0:00,Shell Oil,Longmont,CO,80501,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",12,10/29/21 0:00,Google Llc,Mountain View,CA,94043,Other,Unexpended Funds From Prior Election Cycle
House District 11,"Mccormick, Karen",1.88,11/2/21 0:00,Boulder Parking,Boulder,CO,80302,Travel & Lodging,Parking
House District 11,"Mccormick, Karen",44.73,11/2/21 0:00,Sams Club,Longmont,CO,80501,Travel & Lodging,Gas
House District 11,"Mccormick, Karen",6.94,11/5/21 0:00,Pablos,Denver,CO,80203,"Food, Beverages and Meals",
House District 11,"Mccormick, Karen",290,11/6/21 0:00,Hdpcf,Denver,CO,80203,Other,Unexpended Funds From Previous Cycle - Dues
House District 11,"Mccormick, Karen",0.2,11/9/21 0:00,Act Blue Llc,Somerville,MA,2144,Bank Fees,Act Blue Fee
House District 11,"Mccormick, Karen",0.2,11/10/21 0:00,Act Blue Llc,Somerville,MA,2144,Bank Fees,Act Blue Fee
House District 11,"Mccormick, Karen",43.4,11/12/21 0:00,Phillips 66,Longmont,CO,80501,Travel & Lodging,Gas
House District 11,"Mccormick, Karen",0.2,11/14/21 0:00,Act Blue Llc,Somerville,MA,2144,Bank Fees,Act Blue Fees
House District 11,"Mccormick, Karen",31.28,11/15/21 0:00,Ab Petroleum,Breckenridge,CO,80424,Travel & Lodging,Gas
House District 11,"Mccormick, Karen",15.07,11/15/21 0:00,Residence Inn,Breckenridge,CO,80424,"Food, Beverages and Meals",
