District,candidate,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Senate District 34,"Gonzales, Julia",Democratic,10.5,6/25/19 0:00,Rtd Denver,Denver,CO,80202,Travel & Lodging,"A-Line From Union Station To Dia Airport For Ncsl Conference In Washington, Dc"
Senate District 34,"Gonzales, Julia",Democratic,32,6/25/19 0:00,Willard Intercontinental Hotel,Washington,DC,20004,"Food, Beverages and Meals","Meal During Ncsl Conference In Washington, Dc"
Senate District 34,"Gonzales, Julia",Democratic,150,6/27/19 0:00,Angelica  Jimenez,,CO,,Contributions,Honoraria For Art Display In May 2019
Senate District 34,"Gonzales, Julia",Democratic,33.73,6/28/19 0:00,Il Viaggio Italian Kitchen,Arlington,VA,22202,"Food, Beverages and Meals",Dinner During Ncsl Conference
Senate District 34,"Gonzales, Julia",Democratic,2,6/28/19 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,18.26,6/29/19 0:00,Lyft,San Francisco,CA,94104,Travel & Lodging,Travel To From Hotel To Airport During Ncsl Conference
Senate District 34,"Gonzales, Julia",Democratic,1500,6/30/19 0:00,Abbey  Vogel,Denver,CO,80210,Consultant & Professional Services,Consultant Services
Senate District 34,"Gonzales, Julia",Democratic,30,7/20/19 0:00,Safeway,Denver,CO,80211,"Food, Beverages and Meals",Food For Hd4 Picnic
Senate District 34,"Gonzales, Julia",Democratic,0.6,7/21/19 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,2,7/31/19 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,22.07,8/4/19 0:00,Rippyís Bar And Grill,Nashville,TN,37203,"Food, Beverages and Meals","Food During Ncsl Conference In Nashville, Tn"
Senate District 34,"Gonzales, Julia",Democratic,140.93,8/4/19 0:00,Apple Store,Denver,CO,80206,Office Equipment & Supplies,Apple Pencil For Ipad
Senate District 34,"Gonzales, Julia",Democratic,1.98,8/4/19 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,26.97,8/5/19 0:00,Lyft,San Francisco,CA,94104,Travel & Lodging,"Travel During Ncsl Conference In Nashville, Tn"
Senate District 34,"Gonzales, Julia",Democratic,9.41,8/7/19 0:00,Lyft,San Francisco,CA,94104,Travel & Lodging,"Travel During Ncsl Conference In Nashville, Tn"
Senate District 34,"Gonzales, Julia",Democratic,8.35,8/7/19 0:00,Lyft,San Francisco,CA,94104,Travel & Lodging,"Travel During Ncsl Conference In Nashville, Tn"
Senate District 34,"Gonzales, Julia",Democratic,21.02,8/8/19 0:00,Rippys Bar And Grill,Nashville,TN,37203,"Food, Beverages and Meals","Food During Ncsl Conference In Nashville, Tn"
Senate District 34,"Gonzales, Julia",Democratic,10.31,8/9/19 0:00,Díandrews Bakery,Nashville,TN,37219,"Food, Beverages and Meals","Food During Ncsl Conference In Nashville, Tn"
Senate District 34,"Gonzales, Julia",Democratic,20.76,8/9/19 0:00,Lyft,San Francisco,CA,94104,Travel & Lodging,"Travel During Ncsl Conference In Nashville, Tn"
Senate District 34,"Gonzales, Julia",Democratic,12.91,8/9/19 0:00,Nashville Airport,Nashville,TN,37214,"Food, Beverages and Meals","Food During Ncsl Conference In Nashville, Tn"
Senate District 34,"Gonzales, Julia",Democratic,1245.7,8/10/19 0:00,Renaissance Hotel Nashville,Nashville,TN,37203,Travel & Lodging,"Hotel During Ncsl Conference In Nashville, Tn"
Senate District 34,"Gonzales, Julia",Democratic,11.19,8/14/19 0:00,Lyft,San Francisco,CA,94104,Travel & Lodging,Travel To Tour Volunteers Of America Location In District
Senate District 34,"Gonzales, Julia",Democratic,10.6,8/18/19 0:00,Lyft,San Francisco,CA,94104,Travel & Lodging,Travel For In-District Events
Senate District 34,"Gonzales, Julia",Democratic,3.81,8/19/19 0:00,Lyft,San Francisco,CA,94104,Travel & Lodging,Travel In-District For Constituent Meetings
Senate District 34,"Gonzales, Julia",Democratic,2.75,8/19/19 0:00,Lyft,San Francisco,CA,94104,Travel & Lodging,Travel In-District For Constituent Meetings
Senate District 34,"Gonzales, Julia",Democratic,3350,8/19/19 0:00,Colorado Democratic Party,Denver,CO,80203,Other,Unexpended Campaign Dollars
Senate District 34,"Gonzales, Julia",Democratic,20.2,8/20/19 0:00,City O City,Denver,CO,80203,"Food, Beverages and Meals",Lunch During School Safety Interim Committee Meeting
Senate District 34,"Gonzales, Julia",Democratic,54.28,8/21/19 0:00,Targus,Anaheim,CA,92806,Office Equipment & Supplies,Privacy Screen For Ipad
Senate District 34,"Gonzales, Julia",Democratic,11.13,8/23/19 0:00,Tamales By La Casita,Denver,CO,80211,"Food, Beverages and Meals",Meeting To Discuss Potential 2020 Legislation
Senate District 34,"Gonzales, Julia",Democratic,28.07,8/23/19 0:00,Safeway,Denver,CO,80211,Travel & Lodging,Gas To Travel To Pueblo For State Fair Legislative Bbq
Senate District 34,"Gonzales, Julia",Democratic,0.6,8/25/19 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,14.92,8/27/19 0:00,Modern Market,Lakewood,CO,80401,Travel & Lodging,Lunch Prior To Tour Of Lookout Mountain Dys Facility
Senate District 34,"Gonzales, Julia",Democratic,379.6,8/28/19 0:00,United Airlines,Chicago,IL,60606,Travel & Lodging,Plane Tickets From Denver To New York City For Six/National Institute Of Reproductive Health Conference
Senate District 34,"Gonzales, Julia",Democratic,2,8/30/19 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,34.36,8/31/19 0:00,Safeway,Denver,CO,80211,Travel & Lodging,Travel To State Fair In Pueblo For Participation In Fair Events
Senate District 34,"Gonzales, Julia",Democratic,25.6,9/10/19 0:00,Lyft,San Francisco,CA,94104,Travel & Lodging,Travel To Denver Womenís Correctional Facility For Event
Senate District 34,"Gonzales, Julia",Democratic,200,9/18/19 0:00,Ortiz For Colorado,Littleton,CO,80121,Contributions,Contribution
Senate District 34,"Gonzales, Julia",Democratic,25,9/18/19 0:00,State Of Colorado,Denver,CO,80203,Office Equipment & Supplies,Office Key Replacement
Senate District 34,"Gonzales, Julia",Democratic,0.6,9/29/19 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,250,12/3/18 0:00,Colorado Jobs With Justice,Denver,CO,80218,Contributions,Donation To Charity
Senate District 34,"Gonzales, Julia",Democratic,9.82,12/5/18 0:00,Einsteins Bagels,Denver,CO,80203,"Food, Beverages and Meals",Food For Event
Senate District 34,"Gonzales, Julia",Democratic,10,12/7/18 0:00,Washington Metropolitan Area Transit Authority,Washington,DC,20001,Travel & Lodging,Metro Card
Senate District 34,"Gonzales, Julia",Democratic,0.31,12/9/18 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,265,12/10/18 0:00,Normandy Hotel,Washington,DC,20008,Travel & Lodging,Lodging For New American Leaders Training For Newly Elected Officials
Senate District 34,"Gonzales, Julia",Democratic,2,12/11/18 0:00,City Of Denver,Denver,CO,80201,Travel & Lodging,Parking Fees
Senate District 34,"Gonzales, Julia",Democratic,1350,12/13/18 0:00,Senate Democratic Caucus Fund,Denver,CO,80203,Contributions,Caucus Dues
Senate District 34,"Gonzales, Julia",Democratic,80,12/19/18 0:00,Nirmala  Rai,Denver,CO,,Consultant & Professional Services,Canvassing
Senate District 34,"Gonzales, Julia",Democratic,656.46,12/20/18 0:00,American Furniture Warehouse,Thornton,CO,80229,Office Equipment & Supplies,Office Furniture
Senate District 34,"Gonzales, Julia",Democratic,1.67,12/23/18 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,50.87,12/24/18 0:00,Target,Edgewater,CO,80214,Office Equipment & Supplies,Office Supplies
Senate District 34,"Gonzales, Julia",Democratic,0.4,12/30/18 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,4,12/31/18 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees For Debit Cards
Senate District 34,"Gonzales, Julia",Democratic,6,1/2/20 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Gsuite For Google
Senate District 34,"Gonzales, Julia",Democratic,76.9,1/10/20 0:00,Amazon Payments,Seattle,WA,98108,Office Equipment & Supplies,Bookshelf
Senate District 34,"Gonzales, Julia",Democratic,1.5,1/10/20 0:00,Denver Public Works,Denver,CO,80202,Travel & Lodging,Parking
Senate District 34,"Gonzales, Julia",Democratic,75,1/16/20 0:00,"Junior Livestock Auction, National Western Stock Show",Denver,CO,80216,Contributions,Contribution For Junior Livestock Auction
Senate District 34,"Gonzales, Julia",Democratic,235,1/16/20 0:00,Democratic Senate Cash Fund,,CO,,Contributions,Dues
Senate District 34,"Gonzales, Julia",Democratic,136.55,1/17/20 0:00,Costco,Arvada,CO,80002,Office Equipment & Supplies,Office Supplies
Senate District 34,"Gonzales, Julia",Democratic,41.88,1/24/20 0:00,Hudson News St 850,Des Plaines,IL,60018,Office Equipment & Supplies,Iphone Charger Replacement
Senate District 34,"Gonzales, Julia",Democratic,0.6,1/26/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,2,1/31/20 0:00,Efirstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,6,2/1/20 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Google Gsuite
Senate District 34,"Gonzales, Julia",Democratic,165,2/6/20 0:00,Elizabet  Garcia,,CO,,Employee Services,Internship Support
Senate District 34,"Gonzales, Julia",Democratic,53.76,2/6/20 0:00,Pho-Natic,Denver,CO,80203,"Food, Beverages and Meals",Staff Lunch
Senate District 34,"Gonzales, Julia",Democratic,67.81,2/7/20 0:00,Safeway,Denver,CO,80211,"Food, Beverages and Meals","Utensils, Napkins, And Plates For Town Hall"
Senate District 34,"Gonzales, Julia",Democratic,67.07,2/8/20 0:00,Rise And Shine Biscuit Kitchen And Cafe,Denver,CO,80212,"Food, Beverages and Meals",Coffee For Townhall Meeting
Senate District 34,"Gonzales, Julia",Democratic,31.28,2/13/20 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,Email System
Senate District 34,"Gonzales, Julia",Democratic,41.02,2/20/20 0:00,Lamarís Donuts,Denver,CO,80204,"Food, Beverages and Meals",Donuts For Senate Sergeants And Staff
Senate District 34,"Gonzales, Julia",Democratic,0.6,2/23/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,2,2/28/20 0:00,Efirstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,20,3/1/20 0:00,Ipc Denver,Denver,CO,,Office Equipment & Supplies,Office Supplies
Senate District 34,"Gonzales, Julia",Democratic,6,3/1/20 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Gsuite
Senate District 34,"Gonzales, Julia",Democratic,44.67,3/2/20 0:00,Costco,Arvada,CO,80002,Office Equipment & Supplies,Office Snacks
Senate District 34,"Gonzales, Julia",Democratic,473,3/3/20 0:00,Elizabet  Garcia,,CO,,Consultant & Professional Services,Internship Support
Senate District 34,"Gonzales, Julia",Democratic,300,3/9/20 0:00,Las Adelitas Living The Arts,,CO,,Contributions,Honorarium
Senate District 34,"Gonzales, Julia",Democratic,31.28,3/13/20 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,Email System
Senate District 34,"Gonzales, Julia",Democratic,200,3/19/20 0:00,Denver Food Rescue,Denver,CO,80218,Contributions,Contribution To Denver Metro Emergency Food Network For Covid Food Distribution
Senate District 34,"Gonzales, Julia",Democratic,0.6,3/22/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,2,3/31/20 0:00,Efirstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,6,4/2/20 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Email Account
Senate District 34,"Gonzales, Julia",Democratic,31.28,4/14/20 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,Email Services
Senate District 34,"Gonzales, Julia",Democratic,0.6,4/26/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,2,4/30/20 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,6,5/4/20 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Email Service
Senate District 34,"Gonzales, Julia",Democratic,3350,5/10/20 0:00,Colorado Democratic Party,Denver,CO,80203,Other,Dues
Senate District 34,"Gonzales, Julia",Democratic,31.28,5/14/20 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,Email And Newsletter Service
Senate District 34,"Gonzales, Julia",Democratic,2,5/29/20 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,6,6/3/20 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Email
Senate District 34,"Gonzales, Julia",Democratic,1.07,6/7/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,1.58,6/10/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,31.28,6/15/20 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,Email And Newsletter Program
Senate District 34,"Gonzales, Julia",Democratic,3.95,6/21/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,2,6/30/20 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,6,7/2/20 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Email Service
Senate District 34,"Gonzales, Julia",Democratic,31.28,7/14/20 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,Email Service
Senate District 34,"Gonzales, Julia",Democratic,0.2,7/27/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,2,7/31/20 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,6,8/3/20 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Email
Senate District 34,"Gonzales, Julia",Democratic,31.28,8/14/20 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,Email Service
Senate District 34,"Gonzales, Julia",Democratic,0.56,8/16/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,15.8,8/23/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,0.2,8/30/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,0.99,8/31/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,2,8/31/20 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,6,9/3/20 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Email
Senate District 34,"Gonzales, Julia",Democratic,430,9/4/19 0:00,Joey  Salazar,Denver,CO,80238,Consultant & Professional Services,Summer Intern Support
Senate District 34,"Gonzales, Julia",Democratic,173.3,9/10/20 0:00,Cultura Craft Chocolate,Denver,CO,80219,"Food, Beverages and Meals",Tickets To Rise Westwood Collective Celebration Of Frida Khalo
Senate District 34,"Gonzales, Julia",Democratic,3.95,9/13/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,2.9,9/27/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,2,9/30/20 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,7.62,10/1/19 0:00,Lyft,San Francisco,CA,94104,Travel & Lodging,Travel To Union Station
Senate District 34,"Gonzales, Julia",Democratic,32.14,10/1/19 0:00,Lyft,San Francisco,CA,94104,Travel & Lodging,Travel From La Guardia Airport To Hotel
Senate District 34,"Gonzales, Julia",Democratic,59.3,10/3/19 0:00,"Curb Mobility, Llc",Long Island City,NY,11106,Travel & Lodging,Taxi From Hotel To Airport
Senate District 34,"Gonzales, Julia",Democratic,41,10/4/19 0:00,Supershuttle,Houston,TX,77061,Travel & Lodging,Travel From Houston Airport To Hotel For Conference
Senate District 34,"Gonzales, Julia",Democratic,7.11,10/6/19 0:00,Lyft,San Francisco,CA,94104,Travel & Lodging,Travel From Hotel To Conference Location
Senate District 34,"Gonzales, Julia",Democratic,125.28,10/7/19 0:00,Tamales By La Casita,Denver,CO,80211,"Food, Beverages and Meals",Tamales For Town Hall Event
Senate District 34,"Gonzales, Julia",Democratic,14.58,10/9/19 0:00,Safeway,Denver,CO,80211,"Food, Beverages and Meals",Drinks For Town Hall Meeting
Senate District 34,"Gonzales, Julia",Democratic,6,10/11/19 0:00,University Of Denver Parking Services,Denver,CO,80218,Travel & Lodging,Parking For Meeting
Senate District 34,"Gonzales, Julia",Democratic,210,10/12/19 0:00,Denver Democratic Central Committee,Denver,CO,80209,Contributions,Democratic Party Annual Dinner Tickets
Senate District 34,"Gonzales, Julia",Democratic,212.6,10/23/19 0:00,Frontier Airlines,Denver,CO,80239,Travel & Lodging,Flight To Washington Dc For Conference
Senate District 34,"Gonzales, Julia",Democratic,11.41,10/23/19 0:00,Rosieís Diner,Monument,CO,80132,"Food, Beverages and Meals",Meeting With Stakeholders
Senate District 34,"Gonzales, Julia",Democratic,42.89,10/24/19 0:00,Trevi Italian Restaurant,Las Vegas,NV,89109,Travel & Lodging,Dinner During Naleo Conference
Senate District 34,"Gonzales, Julia",Democratic,14.62,10/26/19 0:00,Taxisvc,Las Vegas,NV,,Travel & Lodging,Travel From Airport To Hotel
Senate District 34,"Gonzales, Julia",Democratic,13.29,10/26/19 0:00,360 Gourmet Burritos,Las Vegas,NV,89119,"Food, Beverages and Meals",Lunch During Naleo Conference
Senate District 34,"Gonzales, Julia",Democratic,0.6,10/27/19 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,16.54,10/29/19 0:00,City Grille,Denver,CO,80203,"Food, Beverages and Meals",Lunch Meeting
Senate District 34,"Gonzales, Julia",Democratic,2,10/31/19 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,95,11/7/19 0:00,Attendify,San Jose,CA,95113,Miscellaneous,Registration Fee For Six Western States Conference
Senate District 34,"Gonzales, Julia",Democratic,188.42,11/12/19 0:00,Dao House,Estes Park,CO,80517,Travel & Lodging,Lodging For Retreat
Senate District 34,"Gonzales, Julia",Democratic,22,11/18/19 0:00,Washington Metropolitan Area Transit Authority,Washington,DC,20001,Travel & Lodging,Metro Card While In Dc Attending Conference
Senate District 34,"Gonzales, Julia",Democratic,2,11/29/19 0:00,Efirstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,0.6,12/1/19 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,5,12/3/19 0:00,"Google, Llc",Mountain View,CA,94043,Rent & Utilities,Google Suite Renewal
Senate District 34,"Gonzales, Julia",Democratic,18.6,12/6/19 0:00,Expresstoll Service Center,Aurora,CO,80018,Travel & Lodging,Travel To Rop For Tour
Senate District 34,"Gonzales, Julia",Democratic,100,12/9/19 0:00,Denver Democratic Central Committee,Denver,CO,80209,Contributions,Ticket To Dpod Annual Dinner
Senate District 34,"Gonzales, Julia",Democratic,1.98,12/15/19 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,0.6,12/22/19 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,2,12/31/19 0:00,Efirstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 03,"Hinrichsen, Nick",Democratic,6,10/12/21 0:00,Wix.Com,Tel Aviv,IS,6350671,Consultant & Professional Services,Wix Business Email
Senate District 03,"Hinrichsen, Nick",Democratic,25,10/12/21 0:00,Wix.Com,Tel Aviv,IS,6350671,Other,Premium Website Plan
Senate District 03,"Hinrichsen, Nick",Democratic,2.97,10/17/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Bank Fees,Service Fee
Senate District 03,"Hinrichsen, Nick",Democratic,250,10/20/21 0:00,Colorado Democratic Party,Denver,CO,80203,Other,Van Access (Hd)
Senate District 03,"Hinrichsen, Nick",Democratic,80,10/26/21 0:00,Health Solutions,Pueblo,CO,81001,Other,Tickets To Sugar Skulls And Marigolds Local Event
Senate District 03,"Hinrichsen, Nick",Democratic,6,11/8/21 0:00,Wix.Com,Tel Aviv,IS,6350671,Other,Wix Business Email
Senate District 03,"Hinrichsen, Nick",Democratic,25,11/8/21 0:00,Wix.Com,Tel Aviv,IS,6350671,Other,Premium Website Plan
Senate District 03,"Hinrichsen, Nick",Democratic,6,12/7/21 0:00,Wix.Com,Tel Aviv,IS,6350671,Other,Wix Business Email
Senate District 03,"Hinrichsen, Nick",Democratic,25,12/7/21 0:00,Wix.Com,Tel Aviv,IS,6350671,Other,Premium Website Plan
Senate District 03,"Hinrichsen, Nick",Democratic,4.12,12/12/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Bank Fees,Service Fee
Senate District 03,"Hinrichsen, Nick",Democratic,25.69,12/19/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Bank Fees,Service Fee
Senate District 03,"Hinrichsen, Nick",Democratic,41.82,12/20/21 0:00,My Friend The Printer,Pueblo,CO,81003,Office Equipment & Supplies,Thank You Cards
Senate District 03,"Hinrichsen, Nick",Democratic,250,12/20/21 0:00,Colorado Democratic Party,Denver,CO,80203,Other,Van Access (Sd)
Senate District 11,"Hisey, Dennis",Republican,95.72,10/1/21 0:00,Office Depot,Colorado Springs,CO,80905,Office Equipment & Supplies,
Senate District 11,"Hisey, Dennis",Republican,96.73,10/4/21 0:00,Gooseberry Patch,Penrose,CO,81240,"Food, Beverages and Meals",
Senate District 11,"Hisey, Dennis",Republican,54.19,10/4/21 0:00,Safeway,Fountain,CO,80817,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,56.65,10/8/21 0:00,Loaf N Jug,Fountain,CO,80817,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,20,10/8/21 0:00,Conservative Breakfast Assn Of Elbert County,Elizabeth,CO,80107,"Food, Beverages and Meals",
Senate District 11,"Hisey, Dennis",Republican,52.74,10/12/21 0:00,Shell,Denver,CO,80204,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,22,10/13/21 0:00,1632 Welton,Denver,CO,80202,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,54.01,10/13/21 0:00,Pilot,Monument,CO,80921,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,55.71,10/18/21 0:00,Circle K,Colorado Springs,CO,80906,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,350,10/20/21 0:00,Usps,Colorado Springs,CO,80911,Miscellaneous,
Senate District 11,"Hisey, Dennis",Republican,55.5,10/25/21 0:00,11-Jul,Colorado Springs,CO,80915,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,44.94,10/28/21 0:00,Loaf N Jug,Fountain,CO,80817,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,37.31,10/29/21 0:00,King Soopers,Broomfield,CO,80023,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,6,10/31/21 0:00,,,,,Bank Fees,
Senate District 11,"Hisey, Dennis",Republican,52.89,11/3/21 0:00,Loaf N Jug,Fountain,CO,80817,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,36.45,11/10/21 0:00,Pilot,Monument,CO,80921,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,53.24,11/22/21 0:00,Kum & Go,Fountain,CO,80817,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,50,11/29/21 0:00,Loaf N Jug,Fountain,CO,80817,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,6,11/30/21 0:00,,,,,Bank Fees,
Senate District 11,"Hisey, Dennis",Republican,221.32,12/2/21 0:00,"Update Printing, Inc.",Colorado Springs,CO,80910,Fundraising Expenses,
Senate District 11,"Hisey, Dennis",Republican,55.42,12/2/21 0:00,Kum & Go,Fountain,CO,80817,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,6.27,12/2/21 0:00,,,,,Bank Fees,Paypal
Senate District 11,"Hisey, Dennis",Republican,3.38,12/2/21 0:00,,,,,Bank Fees,Paypal
Senate District 11,"Hisey, Dennis",Republican,3.38,12/8/21 0:00,,,,,Bank Fees,Paypal
Senate District 11,"Hisey, Dennis",Republican,1.5,12/9/21 0:00,,,,,Travel & Lodging,Parking
Senate District 11,"Hisey, Dennis",Republican,50,12/10/21 0:00,Loaf N Jug,Fountain,CO,80817,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,50,12/13/21 0:00,Loaf N Jug,Fountain,CO,80817,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,45.09,12/16/21 0:00,Pilot,Monument,CO,80921,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,35.68,12/20/21 0:00,Office Depot,Colorado Springs,CO,80905,Office Equipment & Supplies,
Senate District 11,"Hisey, Dennis",Republican,69.68,12/20/21 0:00,Walgreens,Fountain,CO,80817,Office Equipment & Supplies,
Senate District 11,"Hisey, Dennis",Republican,54.69,12/20/21 0:00,Circle K,Colorado Springs,CO,80906,Travel & Lodging,
Senate District 11,"Hisey, Dennis",Republican,6,12/31/21 0:00,,,,,Bank Fees,
Senate District 30,"Holbert, Chris",Republican,65.41,1/8/21 0:00,Pf Changs,Littleton,CO,80124,"Food, Beverages and Meals",Meal With Constituent
Senate District 30,"Holbert, Chris",Republican,15.28,1/11/21 0:00,Costco,Littleton,CO,80124,Office Equipment & Supplies,Capitol Office Supplies
Senate District 30,"Holbert, Chris",Republican,1548.82,1/13/21 0:00,Micro Center,Denver,CO,80237,Office Equipment & Supplies,Office Equipment: Computer
