committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Yes On Prop. 119,Issue Committee,92000,9/20/21 0:00,Uplift,Berkeley,CA,94704,Advertising,Digital Advertising
Yes On Prop. 119,Issue Committee,7.55,9/20/21 0:00,"Stripe, Inc.",San Francisco,CA,94103,Fundraising Expenses,Transaction Fee
Citizens For Ridgway R-2,Issue Committee,237.09,9/21/21 0:00,Signs.Com,Salt Lake City,UT,84104,Advertising,Dbt Crd 1033 09/21/21 51284064 Signs.Com 801-355-4124 Ut C# 4093
Iam27J,Issue Committee,3666.35,9/21/21 0:00,Brighton Education Association,Westminster,CO,80234,Office Equipment & Supplies,"Stamps
Check #1670"
Iam27J,Issue Committee,15000,9/22/21 0:00,Topline Management,Broomfield,CO,80023,Consultant & Professional Services,Check #1671
Iam27J,Issue Committee,30.75,9/22/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Democracy Engine Fees For Hermson-Ana Marlatt
Citizens For Ridgway R-2,Issue Committee,40.12,9/23/21 0:00,Straighttalk.Com,Miami,FL,33178,Telephone,Dbt Crd 1120 09/23/21 74059404 Straighttalk*Airtime 877-430-2355 Fl C# 4093
Colorado Character,Issue Committee,220378.27,9/23/21 0:00,Blitz Canvassing,Denver,CO,80231,Consultant & Professional Services,Signature Collection
Cut Property Taxes,Issue Committee,7500,9/23/21 0:00,Novitas Communications,Denver,CO,80202,Consultant & Professional Services,Communications
Cut Property Taxes,Issue Committee,100000,9/23/21 0:00,Majority Strategies Llc,Jacksonville,FL,32258,Advertising,Digital Ads
Colorado Voter Defense Project,Issue Committee,262.68,9/24/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,
Colorado Voter Defense Project,Issue Committee,19.75,9/24/21 0:00,,,,,Bank Fees,
Iam27J,Issue Committee,5321,9/25/21 0:00,Campaign Products Of The Rockies,Denver,CO,80201,Consultant & Professional Services,Yard Signs
Cannabis Community For Fairness And Safety,Issue Committee,8000,9/27/21 0:00,Rbi Strategies And Research,Denver,CO,80202,Consultant & Professional Services,
Colorado Voter Defense Project,Issue Committee,2969.58,9/28/21 0:00,4Degrees,Lakewood,CO,80226,Consultant & Professional Services,
Iam27J,Issue Committee,37393.42,9/28/21 0:00,C & D Printing,Denver,CO,80212,Consultant & Professional Services,Mailing Services
Iam27J,Issue Committee,36.23,9/29/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Fees For Democracy Engine Heryll To Pfeill
Allies For Co Ag,Issue Committee,29.99,9/30/21 0:00,Melody  Michel,Fort Collins,CO,80524,Advertising,Godaddy.Com For Website Hosting
Coalition For Women And Children,Issue Committee,4,9/30/21 0:00,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Coloradans Against School Vouchers,Issue Committee,5000,9/30/21 0:00,Frederick Polls,Salt Lake City,UT,84111,Consultant & Professional Services,
Colorado Voter Defense Project,Issue Committee,22,9/30/21 0:00,1St Bank,Denver,CO,80210,Bank Fees,
Cut Property Taxes,Issue Committee,100000,9/30/21 0:00,Majority Strategies Llc,Jacksonville,FL,32258,Advertising,Digital Ads
Educators For Equity,Issue Committee,2,9/30/21 0:00,,,,,Bank Fees,
Friends Of St. Vrain And Left Hand Water,Issue Committee,5,9/30/21 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Iam27J,Issue Committee,5.16,9/30/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Fees For O'Neal And Worth
Cannabis Community For Fairness And Safety,Issue Committee,12,10/1/21 0:00,,,,,Bank Fees,
Colorado Voter Defense Project,Issue Committee,5000,10/1/21 0:00,Blue Mountain Strategies,Denver,CO,80203,Consultant & Professional Services,
Colorado Voter Defense Project,Issue Committee,2010,10/1/21 0:00,Scarlett Greene,Denver,CO,80206,Consultant & Professional Services,
No Bvsd Recall,Issue Committee,34.88,10/1/21 0:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
No Bvsd Recall,Issue Committee,30.42,10/1/21 0:00,Mcguckin Hardware,Boulder,CO,80302,Office Equipment & Supplies,
Recall Polis - Griswold 2021,Issue Committee,10,10/1/21 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Monthly Bank Service Fee
Yes On Prop. 119,Issue Committee,50000,10/1/21 0:00,Uplift,Berkeley,CA,94704,Advertising,Digital Advertising
Yes On Prop. 119,Issue Committee,30,10/1/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Bank Fee
No Bvsd Recall,Issue Committee,32.03,10/3/21 0:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
No Bvsd Recall,Issue Committee,30.57,10/3/21 0:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
Citizens For Ridgway R-2,Issue Committee,400,10/4/21 0:00,United States Post Office,Montrose,CO,81401,Advertising,Postage For Mailer
Citizens For Ridgway R-2,Issue Committee,125,10/4/21 0:00,"L2, Inc.",Plainsboro,NJ,8536,Other,Map For Canvassing Walk On October 2Nd
Citizens For Ridgway R-2,Issue Committee,288,10/4/21 0:00,The Ouray County Plaindealer,Ridgway,CO,81432,Advertising,Display Ad
Citizens For Ridgway R-2,Issue Committee,948,10/4/21 0:00,"Telephone Town Hall Meeting, Tthm.Us",Golden,CO,80401,Advertising,Printing Of Postcards
Iam27J,Issue Committee,2193.47,10/4/21 0:00,C & D Printing,Denver,CO,80212,Consultant & Professional Services,"Mailers
Invoice 22270"
Colorado Voter Defense Project,Issue Committee,167.5,10/6/21 0:00,Deluxe,Shoreview,MN,55126,Office Equipment & Supplies,
Cut Property Taxes,Issue Committee,1639,10/6/21 0:00,Colorado Community Media,Engelwood,CO,80110,Advertising,Newspaper Ads
Iam27J,Issue Committee,5.16,10/6/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Fees For Nickeson And Reese
Iam27J,Issue Committee,10000,10/7/21 0:00,Topline Management,Broomfield,CO,80023,Consultant & Professional Services,"Check #1675

Digital Marketing"
We Are Rfsd (Roaring Fork School District),Issue Committee,366.08,10/7/21 0:00,Pay Pal,San Jose,CA,95131,Bank Fees,Credit Card Fees
Yes On Prop. 119,Issue Committee,10,10/7/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Bank Fee
Iam27J,Issue Committee,22500,10/8/21 0:00,Landslide Political,Salt Lake City,UT,84103,Consultant & Professional Services,Door To Door Walkers
No Bvsd Recall,Issue Committee,48.94,10/8/21 0:00,Zoom,San Jose,CA,95113,Other,Virtual Meetings
Recall Polis - Griswold 2021,Issue Committee,2,10/8/21 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Debit Card Fee
The Committee For Spending Transparency,Issue Committee,35000,10/8/21 0:00,Majority Strategies Llc,Jacksonville,CO,32258,Advertising,Text Messages
Yes On Prop. 119,Issue Committee,10000,10/8/21 0:00,"Cole Communications, Llc",Colorado Springs,CO,80903,Consultant & Professional Services,Outreach Consulting
Colorado Voter Defense Project,Issue Committee,6000,10/11/21 0:00,"Sandler, Reiff, Lamb, Rosenstein, Birkenstock",Washington,DC,20005,Consultant & Professional Services,
Citizens For Ridgway R-2,Issue Committee,112.76,10/12/21 0:00,Mercedes  Gall,Ridgway,CO,81432,Fundraising Expenses,Reimburse Mercedes Gall For Scott'S Printing Invoice For 200 Ridgway Handouts
Citizens For Ridgway R-2,Issue Committee,1040.88,10/12/21 0:00,"Telephone Town Hall Meeting, Tthm.Us",Golden,CO,80401,Fundraising Expenses,Bifold Mailer
Colorado Voter Defense Project,Issue Committee,17847.25,10/12/21 0:00,Burro Labs,Denver,CO,80203,Other,Research
Cut Property Taxes,Issue Committee,16951.25,10/12/21 0:00,Campaign Hq,Brooklyn,IA,52211,Advertising,Calls
Cut Property Taxes,Issue Committee,7500,10/12/21 0:00,Novitas Communications,Denver,CO,80202,Consultant & Professional Services,Communications
Yes On Prop. 119,Issue Committee,232.18,10/12/21 0:00,Affinity Translation,Denver,CO,80202,Consultant & Professional Services,Design Services
Yes On Prop. 119,Issue Committee,750,10/12/21 0:00,Denver Urban Spectrum,Aurora,CO,80041,Advertising,Advertising
Yes On Prop. 119,Issue Committee,20457,10/12/21 0:00,Onsight Public Affairs Inc.,Boulder,CO,80308,Consultant & Professional Services,Communications Consulting
Yes On Prop. 119,Issue Committee,1250,10/12/21 0:00,Amie  Knox,Denver,CO,80220,Fundraising Expenses,Fundraising Expense
We Are Rfsd (Roaring Fork School District),Issue Committee,3030.25,10/13/21 0:00,Campaign Products Of The Rockies,Denver,CO,80201,Advertising,Yardsigns
Yes On Prop. 119,Issue Committee,500,10/13/21 0:00,Action 22,Pueblo,CO,81003,Fundraising Expenses,Event Expense
Yes On Prop. 119,Issue Committee,13000,10/13/21 0:00,Evergreen Endeavors,Aurora,CO,80016,Consultant & Professional Services,Fundraising Consulting
Cannabis Community For Fairness And Safety,Issue Committee,1000,10/14/21 0:00,Rkg Development,Lafayette,CO,80026,Consultant & Professional Services,Compliance Consultant
Cut Property Taxes,Issue Committee,5141.37,10/14/21 0:00,Westbrooke Group,Denver,CO,80206,Consultant & Professional Services,Fundraising
Yes On Prop. 119,Issue Committee,18000,10/14/21 0:00,"La Raza Services, Inc.",Denver,CO,80204,Consultant & Professional Services,Outreach Consulting
Coloradans For Animal Care,Issue Committee,400,10/15/21 0:00,Strategic Compliance Llc,Denver,CO,80205,Consultant & Professional Services,Compliance Consulting
Cut Property Taxes,Issue Committee,126,10/15/21 0:00,Us Bank,Parker,CO,80134,Bank Fees,Bank Fee
No Bvsd Recall,Issue Committee,16.33,10/15/21 0:00,Kinko'S,Boulder,CO,80304,Office Equipment & Supplies,
Cut Property Taxes,Issue Committee,1865.07,10/18/21 0:00,Majority Strategies Llc,Jacksonville,FL,32258,Advertising,Digital Ads
Iam27J,Issue Committee,499,10/18/21 0:00,Colorado Community Media,Englewood,CO,80110,Advertising,Display Ads
The Committee For Spending Transparency,Issue Committee,139,10/18/21 0:00,Us Bank,Parker,CO,80134,Bank Fees,Bank Fee
Yes On Prop. 119,Issue Committee,30000,10/18/21 0:00,76 Group,Frisco,CO,80443,Consultant & Professional Services,Management And Outreach Consulting
Cannabis Community For Fairness And Safety,Issue Committee,17.8,10/19/21 0:00,,,,,Office Equipment & Supplies,Banking Supplies
Iam27J,Issue Committee,59,10/19/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Nationbuilder
Iam27J,Issue Committee,3000,10/19/21 0:00,Laura Emily Design Llc,Littleton,CO,80120,Consultant & Professional Services,Video Spot
No On Prop 119,Issue Committee,12,10/19/21 0:00,,,,,Bank Fees,
We Are Rfsd (Roaring Fork School District),Issue Committee,129.99,10/19/21 0:00,Stephanie  Wagner,Glenwood Springs,CO,81601,Advertising,Reimb For Sign Making Supplies
We Are Rfsd (Roaring Fork School District),Issue Committee,12218.28,10/19/21 0:00,Hansen Communications,Denver,CO,80210,Advertising,"Mailers, Stickers, Lit, Website"
Yes On Prop. 119,Issue Committee,10,10/19/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Bank Fee
Yes On Prop. 119,Issue Committee,6000,10/19/21 0:00,Powermap Ltd.,Wheat Ridge,CO,80214,Consultant & Professional Services,Outreach Consulting
Cut Property Taxes,Issue Committee,200000,10/20/21 0:00,Majority Strategies Llc,Jacksonville,FL,32258,Advertising,Digital Ads
Cannabis Community For Fairness And Safety,Issue Committee,4000,10/21/21 0:00,Rbi Strategies And Research,Denver,CO,80202,Consultant & Professional Services,Creative Services
Cannabis Community For Fairness And Safety,Issue Committee,4500,10/21/21 0:00,Rbi Strategies And Research,Denver,CO,80202,Consultant & Professional Services,Field Staff
Citizens For Effective Government,Issue Committee,1134.35,10/21/21 0:00,Citizens For Effective Government,Colorado Springs,CO,80903,Other,"Committee Has Not Been Active For 10 Years. Every Effort Has Been Made To Locate All Pertinent Records In Order To Zero Out Balance Of Committee. Bank Account On File Was Closed Nov 20,2018 With A $3.97 Available Balance."
Citizens For Ridgway R-2,Issue Committee,864,10/21/21 0:00,Ouray County Plaindealer,Ridgway,CO,81432,Advertising,Full Page Ad
Iam27J,Issue Committee,7000,10/21/21 0:00,"Top Line Management, Inc",Broomfield,CO,80023,Consultant & Professional Services,Digital Marketing
Cannabis Community For Fairness And Safety,Issue Committee,821.74,10/22/21 0:00,"Print Partners, Llc",Englewood,CO,80150,Advertising,Flyers
Cannabis Community For Fairness And Safety,Issue Committee,9985,10/22/21 0:00,"Counterpoint Messaging, Llc",Rockvale,TN,37153,Advertising,"Flyers, Digital Ads, Posters, Buttons, Stickers"
Cannabis Community For Fairness And Safety,Issue Committee,11282,10/22/21 0:00,"Counterpoint Messaging, Llc",Rockvale,TN,37153,Consultant & Professional Services,Website
Yes On Prop. 119,Issue Committee,70,10/22/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Bank Fee
Yes On Prop. 119,Issue Committee,100000,10/22/21 0:00,Uplift,Berkeley,CA,94704,Advertising,Digital Advertising
Yes On Prop. 119,Issue Committee,25687,10/22/21 0:00,Iheart Radio,San Antonio,TX,20880,Advertising,Radio Advertising
Iam27J,Issue Committee,22500,10/24/21 0:00,Landslide Political,Salt Lake City,UT,84103,Consultant & Professional Services,Door To Door Walkers
Iam27J,Issue Committee,10000,10/24/21 0:00,"Alpine Public Affairs, Llc",Evergreen,CO,80439,Consultant & Professional Services,"Tv Ad Via Comcast

Check #1681"
Citizens For Ridgway R-2,Issue Committee,9.24,10/25/21 0:00,Ridgway Hardware,Ridgway,CO,81432,Office Equipment & Supplies,To Make Our Banner Have More Structure As We Hold It
Citizens For Ridgway R-2,Issue Committee,12.46,10/25/21 0:00,Walgreens,Montrose,CO,81401,"Food, Beverages and Meals",Snacks And Drinks For The Honk And Wave
Cut Property Taxes,Issue Committee,166000,10/25/21 0:00,Majority Strategies Llc,Jacksonville,FL,32258,Advertising,Digital Ads
We Are Rfsd (Roaring Fork School District),Issue Committee,67,10/25/21 0:00,Rob  Stein,Carbondale,CO,81623,Office Equipment & Supplies,Reimb For Po Box Rental
We Are Rfsd (Roaring Fork School District),Issue Committee,87,10/25/21 0:00,Kimi  Mischke,Basalt,CO,81621,Advertising,Website Hosting
Yes On Prop. 119,Issue Committee,70,10/25/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Bank Fee
Yes On Prop. 119,Issue Committee,250000,10/25/21 0:00,Ascent Media,Denver,CO,80231,Advertising,Tv Advertising And Production
Yes On Prop. 119,Issue Committee,40000,10/25/21 0:00,Uplift,Berkeley,CA,94704,Advertising,Digital Advertising
Yes On Prop. 119,Issue Committee,14.8,10/25/21 0:00,"Stripe, Inc.",San Francisco,CA,94103,Bank Fees,Transfer Fee
Denver Taxpayers For Public Education,Issue Committee,68000,10/26/21 0:00,The Pivot Group,Alexandria,VA,22305,Advertising,Mail
Yes On Prop. 119,Issue Committee,30,10/26/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Bank Fee
Yes On Prop. 119,Issue Committee,150000,10/26/21 0:00,Ascent Media,Denver,CO,80231,Advertising,Tv Advertising And Production
Cut Property Taxes,Issue Committee,25000,10/27/21 0:00,Iheart Radio,Denver,CO,80237,Advertising,Radio Ads
Cut Property Taxes,Issue Committee,9000,10/27/21 0:00,Majority Strategies Llc,Jacksonville,FL,32258,Advertising,Digital Ads
Iam27J,Issue Committee,2.07,10/27/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Democracy Engine Fees
Iam27J,Issue Committee,5000,10/27/21 0:00,Landslide Political,Salt Lake City,UT,84103,Consultant & Professional Services,"Invoice 1537

Door Knockers"
Cannabis Community For Fairness And Safety,Issue Committee,8000,10/28/21 0:00,Rbi Strategies And Research,Denver,CO,80202,Consultant & Professional Services,Campaign Consulting
Cannabis Community For Fairness And Safety,Issue Committee,3000,10/28/21 0:00,Rbi Strategies And Research,Denver,CO,80202,Advertising,Digital Advertisting
Colorado Voter Defense Project,Issue Committee,217.25,10/28/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,
Cut Property Taxes,Issue Committee,7000,10/28/21 0:00,76 Group,Denver,CO,80231,Consultant & Professional Services,Polling
Iam27J,Issue Committee,1750,10/28/21 0:00,Kabza,Wheat Ridge,CO,80034,Consultant & Professional Services,"Consultation

#2021-1067"
Progressive Voters Guide Ballot Committee,Issue Committee,47.47,10/28/21 0:00,Facebook,Menlo Park,CA,94205,Advertising,Denver Question 2F
The Committee For Spending Transparency,Issue Committee,7000,10/28/21 0:00,76 Group,Denver,CO,80231,Consultant & Professional Services,Polling
We Are Rfsd (Roaring Fork School District),Issue Committee,106.41,10/28/21 0:00,Pay Pal,San Jose,CA,95131,Bank Fees,
We Are Rfsd (Roaring Fork School District),Issue Committee,15690.03,10/28/21 0:00,Hansen Communications,Denver,CO,80210,Advertising,"Digital Ads, Mailer, Consulting, Radio, Texting And Translation"
Yes On Prop. 119,Issue Committee,40000,10/28/21 0:00,Uplift,Berkeley,CA,94704,Advertising,Digital Advertising
Yes On Prop. 119,Issue Committee,85000,10/28/21 0:00,Ascent Media,Denver,CO,80231,Advertising,Tv Advertising And Production
Yes On Prop. 119,Issue Committee,70,10/28/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Bank Fee
Colorado Voter Defense Project,Issue Committee,5000,10/29/21 0:00,Blue Mountain Strategies,Denver,CO,80203,Consultant & Professional Services,
Colorado Voter Defense Project,Issue Committee,2000,10/29/21 0:00,Scarlett Greene,Denver,CO,80206,Consultant & Professional Services,
Colorado Voter Defense Project,Issue Committee,10,10/29/21 0:00,,,,,Office Equipment & Supplies,
Colorado Voter Defense Project,Issue Committee,15,10/29/21 0:00,,,,,Bank Fees,
Cut Property Taxes,Issue Committee,281.49,10/29/21 0:00,Michael  Fields,Parker,CO,80134,Miscellaneous,Reimbursements
Progressive Voters Guide Ballot Committee,Issue Committee,6.77,10/29/21 0:00,Facebook,Menlo Park,CA,94205,Advertising,Denver Question 2F - Keep Denver Housed
Yes On Prop. 119,Issue Committee,40000,10/29/21 0:00,Uplift,Berkeley,CA,94704,Advertising,Digital Advertising
Yes On Prop. 119,Issue Committee,40000,10/29/21 0:00,Ascent Media,Denver,CO,80231,Advertising,Tv Advertising And Production
Yes On Prop. 119,Issue Committee,60,10/29/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Bank Fees
Progressive Voters Guide Ballot Committee,Issue Committee,50,10/30/21 0:00,Facebook,Menlo Park,CA,94205,Advertising,Denver Question 2F - Keep Denver Housed
Iam27J,Issue Committee,1020,10/31/21 0:00,Mikel Philippi Communication Services,Denver,CO,80204,Consultant & Professional Services,"Design Services

#2106 Invoice"
No Bvsd Recall,Issue Committee,442,10/31/21 0:00,Tierney Lawrence Lls,Denver,CO,80203,Consultant & Professional Services,
Progressive Voters Guide Ballot Committee,Issue Committee,17.16,10/31/21 0:00,Facebook,Menlo Park,CA,94205,Advertising,Denver Question 2F - Keep Denver Housed
Cannabis Community For Fairness And Safety,Issue Committee,82,11/1/21 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Citizens For Ridgway R-2,Issue Committee,1152,11/1/21 0:00,Ouray County Plaindealer,Ridgway,CO,81432,Advertising,
Cut Property Taxes,Issue Committee,2105,11/1/21 0:00,Westbrooke Group,Denver,CO,80206,Consultant & Professional Services,Fundraising
Cut Property Taxes,Issue Committee,930,11/1/21 0:00,Campaign Hq,Brooklyn,IA,52211,Advertising,Phone Calls
Cut Property Taxes,Issue Committee,25000,11/1/21 0:00,Iheart Radio,Denver,CO,80237,Advertising,Radio Ads
Iam27J,Issue Committee,11235.74,11/1/21 0:00,The Sexton Group,Chicago,IL,60654,Consultant & Professional Services,Dialers And Text Messages
Progressive Voters Guide Ballot Committee,Issue Committee,20.47,11/1/21 0:00,Facebook,Menlo Park,CA,94205,Advertising,Denver Question 2F - Keep Denver Housed
Recall Polis - Griswold 2021,Issue Committee,12,11/1/21 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Monthly Bank Service Fee
The Committee For Spending Transparency,Issue Committee,439,11/1/21 0:00,Campaign Hq,Brooklyn,IA,52211,Advertising,Phone Calls
Yes On Prop. 119,Issue Committee,30000,11/1/21 0:00,Uplift,Berkeley,CA,94704,Advertising,Digital Advertising
Yes On Prop. 119,Issue Committee,14000,11/1/21 0:00,Ascent Media,Denver,CO,80231,Advertising,Tv Advertising And Production
Yes On Prop. 119,Issue Committee,60,11/1/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Bank Fees
Cut Property Taxes,Issue Committee,214,11/2/21 0:00,Us Bank,Parker,CO,80134,Bank Fees,Bank Fees
Progressive Voters Guide Ballot Committee,Issue Committee,4026.96,11/2/21 0:00,Google,Mountain View,CA,94043,Advertising,Colorado Amendment 78
