District,candidate,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Governor,"Polis, Jared",Democratic,251.63,8/21/20 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Attorney General,"Weiser, Philip",Democratic,251.54,9/14/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email Services
Governor,"Polis, Jared",Democratic,250.82,1/23/20 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,250.82,11/21/19 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,250.82,12/23/19 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,250.7,9/23/19 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,250.7,10/23/19 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,250.55,2/21/20 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,250.55,3/23/20 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,250.55,4/22/20 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,250.33,5/21/20 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,250.33,6/23/20 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,250.33,7/22/20 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Attorney General,"Weiser, Philip",Democratic,250.1,3/15/22 0:00,Validity Inc.,Boston,MA,2116,Other,Contact Verification Services
STATE BD. OF ED. AT LARGE,"Plomer, Kathy",Democratic,250,3/17/22 0:00,Farrah Jobling Photography,Aurora,CO,80016,Advertising,Photo Shoot
Secretary of State,"Griswold, Jena",Democratic,250,10/20/21 0:00,Andrew Hudson'S Job List,Englewood,CO,80111,Advertising,
Governor,"Ganahl, Heidi",Republican,250,9/15/21 0:00,Hmua Services,Denver,CO,80203,Other,7490 ∑ Other Consultants
Governor,"Ganahl, Heidi",Republican,250,3/16/22 0:00,Colorado Republican Committee,Greenwood Village,CO,80111,Other,6810 ∑ Registration Fees
Governor,"Ganahl, Heidi",Republican,250,10/12/21 0:00,Larimer County Republican Party (Lcrp),Fort Collins,CO,80522,Other,6810 ∑ Registration Fees
Governor,"Lopez, Greg",Republican,250,4/9/21 0:00,Right Colorado,Castle Pines,CO,80108,Consultant & Professional Services,
Governor,"Polis, Jared",Democratic,250,2/14/22 0:00,Tatango,Seattle,WA,98121,Advertising,Texting Service
Governor,"Polis, Jared",Democratic,250,3/18/22 0:00,Tatango,Seattle,WA,98121,Advertising,Texting Service
Governor,"Polis, Jared",Democratic,250,4/1/22 0:00,"The Chancery Sentinel, Llc",Kirkland,WA,98033,Rent & Utilities,Rent
Governor,"Polis, Jared",Democratic,250,4/15/22 0:00,Adp,Roseland,NJ,7068,Telephone,Cell Phone Stipends
Governor,"Polis, Jared",Democratic,250,9/17/20 0:00,Facebook.Com,Menlo Park,CA,94025,Advertising,Social Media Ads
Governor,"Neuschwanger, Danielle",American Constitution Party,250,4/5/22 0:00,Amazon,Seattle,WA,98109,Advertising,State Assembly Prep
Bd. Ed. District 05,"Durham, Steven",Republican,250,4/1/22 0:00,Cole Communications,Colorado Springs,CO,80903,Consultant & Professional Services,Consulting Services
Attorney General,"Weiser, Philip",Democratic,250,7/9/21 0:00,Andrewhudsons Jobs,Englewood,CO,80111,Employee Services,Job Posting Fee
Attorney General,"Weiser, Philip",Democratic,250,9/27/21 0:00,Andrewhudsons Jobs,Englewood,CO,80111,Employee Services,Job Posting Fee
Governor,"Ganahl, Heidi",Republican,249.75,3/17/22 0:00,Asa  Dyer,Palmer Lake,CO,80133,Other,6690 ∑ Other Promotional Expense
Governor,"Polis, Jared",Democratic,249.69,8/23/21 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,249,4/19/22 0:00,Your Membership Careers,Groton,CT,6340,Consultant & Professional Services,Job Posting
Governor,"Polis, Jared",Democratic,248.77,8/21/19 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Lopez, Greg",Republican,248.74,4/11/22 0:00,Adrianna'S Mexican Restaurant,Franktown,CO,80116,"Food, Beverages and Meals",
Governor,"Polis, Jared",Democratic,248.63,7/1/21 0:00,Gusto,Denver,CO,80202,Employee Services,Payroll Taxes
Governor,"Polis, Jared",Democratic,248.09,9/22/21 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,248.08,9/30/21 0:00,Danielle  Young-Kombo,Denver,CO,80236,Travel & Lodging,Mileage Reimbursement
Attorney General,"Weiser, Philip",Democratic,247.97,1/24/22 0:00,City And County Of Denver,Dallas,TX,75266,Employee Services,Occupational Privilege Tax
Governor,"Polis, Jared",Democratic,247.94,2/24/22 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,247.94,3/23/22 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,247.93,10/21/21 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,247.67,1/21/22 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,247.67,11/23/21 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,247.67,12/22/21 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Ganahl, Heidi",Republican,247.2,3/30/22 0:00,United Airlines,Chicago,IL,60601,Other,7610 ∑ Air/Bus/Train Travel
Governor,"Polis, Jared",Democratic,247.06,3/10/22 0:00,Lexis Nexis,New York,NY,10169,Consultant & Professional Services,Research Software
Attorney General,"Weiser, Philip",Democratic,246.38,12/13/18 0:00,Actblue,West Somerville,MA,2144,Fundraising Expenses,Payment Processing Fee
Governor,"Polis, Jared",Democratic,246.16,5/21/21 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,246.16,6/23/21 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,246.16,7/21/21 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,246.09,2/23/21 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,246.09,3/23/21 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,246.09,4/21/21 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
State Treasurer,"Young, David",Democratic,246,7/19/21 0:00,The Action Network,Washington,DC,20036,Office Equipment & Supplies,
Governor,"Polis, Jared",Democratic,245.63,8/3/21 0:00,Ascend Digital Services,Boulder,CO,80303,Advertising,Online Advertising
Governor,"Polis, Jared",Democratic,245.47,1/21/21 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,245.47,11/23/20 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,245.47,12/23/20 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Secretary of State,"Griswold, Jena",Democratic,245.42,6/21/20 0:00,Actblue,West Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
Governor,"Polis, Jared",Democratic,245.38,10/21/20 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,245.38,9/23/20 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Attorney General,"Weiser, Philip",Democratic,245.24,8/20/19 0:00,Actblue,West Somerville,MA,2144,Fundraising Expenses,Payment Processing Fee
Secretary of State,"Griswold, Jena",Democratic,245.2,7/9/21 0:00,Knockco,New York,NY,10011,Other,Texting
Governor,"Polis, Jared",Democratic,245,12/16/21 0:00,Governor'S Residence Preservation Fund,Denver,CO,80203,Gifts,Ornaments
Attorney General,"Weiser, Philip",Democratic,245,2/12/21 0:00,Pinnacol Assurance,Denver,CO,80256,Employee Services,Workers Comp Insurance
Governor,"Neuschwanger, Danielle",American Constitution Party,244.83,2/3/22 0:00,Vistaprint,Waltham,MA,2451,Advertising,Reimbursement To Danielle Neuschwanger For Vistaprint Items To Her Personal Bank Card Used By Campaign Staff
State Treasurer,"Young, David",Democratic,244.75,3/30/22 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
Governor,"Polis, Jared",Democratic,244.21,2/11/19 0:00,Comcast,Seattle,WA,98124,Rent & Utilities,Utilities
Governor,"Polis, Jared",Democratic,244.19,2/21/19 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,244.15,3/15/19 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,244.15,4/24/19 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,
Governor,"Polis, Jared",Democratic,244.11,1/15/19 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,244.11,12/21/18 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Governor,"Polis, Jared",Democratic,244,5/22/19 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,
Governor,"Polis, Jared",Democratic,244,6/21/19 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,
Governor,"Polis, Jared",Democratic,244,7/23/19 0:00,Verizon Wireless,Dallas,TX,75266,Telephone,Cell Phones
Secretary of State,"Griswold, Jena",Democratic,243.3,12/17/18 0:00,Colorado For All,Littleton,CO,80161,"Food, Beverages and Meals",
Secretary of State,"Griswold, Jena",Democratic,243,1/26/21 0:00,Cake Insure,Denver,CO,80202,Other,Workers Comp
Governor,"Polis, Jared",Democratic,242.8,5/8/20 0:00,Boulder Strategies Llc,Boulder,CO,80302,Consultant & Professional Services,Email Services
State Treasurer,"Young, David",Democratic,242.79,1/31/22 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,242.79,2/25/22 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
Attorney General,"Weiser, Philip",Democratic,241.06,7/15/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email Services
Attorney General,"Weiser, Philip",Democratic,241.06,8/16/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email Services
Governor,"Polis, Jared",Democratic,240.41,2/14/22 0:00,Harford Technologies,East Dundee,IL,60118,Office Equipment & Supplies,Equipment/Supplies
Governor,"Ganahl, Heidi",Republican,240.11,11/22/21 0:00,Mottell Printing,Lafayette,CO,80026,Other,6612 ∑ Business Cards
Attorney General,"Weiser, Philip",Democratic,239.88,9/3/19 0:00,Godaddy.Com Llc,Scottsdale,AZ,85260,Other,Website Hosting
Attorney General,"Weiser, Philip",Democratic,239.88,9/2/20 0:00,Godaddy.Com Llc,Scottsdale,AZ,85260,Other,Website Hosting
Secretary of State,"Griswold, Jena",Democratic,239.38,12/22/19 0:00,Actblue,West Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
Governor,"Polis, Jared",Democratic,239.37,11/16/21 0:00,Amazon.Com,Seattle,WA,98109,Office Equipment & Supplies,Supplies
Governor,"Lopez, Greg",Republican,239.1,9/15/21 0:00,Comfort Inns,Alamosa,CO,81101,Travel & Lodging,Hotel
Secretary of State,"Griswold, Jena",Democratic,238.66,10/4/20 0:00,Actblue Technical Services,West Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
Governor,"Ganahl, Heidi",Republican,238.65,2/2/22 0:00,Google,Moutain Views Parkway,CA,94043,Other,7223 ∑ Software Expense
Governor,"Lopez, Greg",Republican,237.53,10/4/21 0:00,Hampton Inn,Durango,CO,81301,Travel & Lodging,
Governor,"Polis, Jared",Democratic,237.39,8/22/21 0:00,Actblue,Cambridge,MA,2238,Bank Fees,Credit Card Processing
Attorney General,"Weiser, Philip",Democratic,236.7,1/14/19 0:00,Actblue,West Somerville,MA,2144,Fundraising Expenses,Payment Processing Fee
Governor,"Neuschwanger, Danielle",American Constitution Party,236.27,10/12/21 0:00,Vistaprint,Waltham,MA,2451,Advertising,Business Cards
Governor,"Ganahl, Heidi",Republican,236.2,4/26/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Lopez, Greg",Republican,236.18,11/25/21 0:00,Office Depot,Parker,CO,80134,Office Equipment & Supplies,
Governor,"Ganahl, Heidi",Republican,236.13,4/1/22 0:00,Robyn  Carnes,Centennial,CO,80122,Other,7653 ∑ Vehicle Mileage Reimbursement
Governor,"Polis, Jared",Democratic,236.03,10/13/21 0:00,Gusto,Denver,CO,80202,Employee Services,Payroll
Governor,"Neuschwanger, Danielle",American Constitution Party,234.57,7/1/21 0:00,Staples,Colorado Springs,CO,80922,Office Equipment & Supplies,
Governor,"Neuschwanger, Danielle",American Constitution Party,234.3,1/12/22 0:00,Visa Best Western Deer Park,Craig,CO,81625,Travel & Lodging,Fuel Travel Expense
Governor,"Polis, Jared",Democratic,234.04,9/10/21 0:00,Ali  Cox,Boulder,CO,80303,Travel & Lodging,Mileage Reimbursement
Governor,"Ganahl, Heidi",Republican,233.31,12/15/21 0:00,Asa  Dyer,Palmer Lake,CO,80133,Other,6612 ∑ Business Cards
CU Regent District 04,"Mcnulty, Frank",Republican,232,3/14/22 0:00,Usps,Highlands Ranch,CO,80126,Other,Stamps
Governor,"Polis, Jared",Democratic,231.9,12/17/18 0:00,Shad  Murib,Denver,CO,80218,Office Equipment & Supplies,Printing
Governor,"Polis, Jared",Democratic,231.78,12/4/18 0:00,Warwick,Denver,CO,80203,Travel & Lodging,Travel - Lodging
Governor,"Ganahl, Heidi",Republican,231.41,9/17/21 0:00,Fillmore Inn,Colorado Springs,CO,80907,Other,7630 ∑ Lodging
Governor,"Ganahl, Heidi",Republican,231.41,9/17/21 0:00,Fillmore Inn,Colorado Springs,CO,80907,Other,7630 ∑ Lodging
Attorney General,"Weiser, Philip",Democratic,230.3,11/18/21 0:00,The Scottsdale Resort At Mccormick Ranch,Scottsdale,AZ,85258,Fundraising Expenses,"11.28.21 Event Venue, Food And Beverages"
Secretary of State,"Griswold, Jena",Democratic,230,1/6/22 0:00,Cake Insure,Denver,CO,80202,Other,Workers Comp Insurance
Attorney General,"Weiser, Philip",Democratic,230,1/24/22 0:00,Pinnacol Assurance,Denver,CO,80256,Employee Services,Workers Comp And Employers Liability Insurance
Governor,"Polis, Jared",Democratic,229.6,9/30/21 0:00,Sarah  Andrews,Denver,CO,80236,Travel & Lodging,Mileage Reimbursement
Governor,"Polis, Jared",Democratic,229.3,9/6/19 0:00,United Airlines,Chicago,IL,60601,Travel & Lodging,Transportation - Airline Ticket
Governor,"Lopez, Greg",Republican,228.64,9/11/21 0:00,Enterprise Rent-A-Car,Parker,CO,80134,Travel & Lodging,Car Rental
Governor,"Ganahl, Heidi",Republican,228.3,2/17/22 0:00,Brues Alehouse,Pueblo,CO,81003,Other,5140 ∑ Event Food & Beverage
Governor,"Polis, Jared",Democratic,227.74,1/26/22 0:00,Auto Owners Insurance Co,Denver,CO,80210,Other,General Liability Insurance
Governor,"Ganahl, Heidi",Republican,227.71,10/15/21 0:00,Dacia  Henshaw,Littleton,CO,80127,Other,5140 ∑ Event Food & Beverage
Governor,"Neuschwanger, Danielle",American Constitution Party,227.32,2/6/22 0:00,"Ad Victoriam Consulting, Llc",New York,NY,10004,Consultant & Professional Services,Consulting Fee
Governor,"Lopez, Greg",Republican,227.1,2/27/22 0:00,Max  Garcia,Aurora,CO,80014,Consultant & Professional Services,
Governor,"Ganahl, Heidi",Republican,226.5,1/18/22 0:00,United Airlines,Chicago,IL,60601,Other,7610 ∑ Air/Bus/Train Travel
Attorney General,"Weiser, Philip",Democratic,226.39,5/3/21 0:00,Squarespace,New York,NY,10014,Other,Website Hosting
Governor,"Ganahl, Heidi",Republican,226.3,3/14/22 0:00,Us Postmaster,Greeenwood Village,CO,80112,Other,6213 ∑ Postage
Governor,"Ganahl, Heidi",Republican,226.1,11/15/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Neuschwanger, Danielle",American Constitution Party,226,5/26/21 0:00,Vistaprint,Waltham,MA,2451,Advertising,Candidate Paid For  Banners- See Corresponding Contribution
Governor,"Polis, Jared",Democratic,225.74,10/31/21 0:00,Actblue,Cambridge,MA,2238,Bank Fees,Credit Card Processing
Secretary of State,"Griswold, Jena",Democratic,225.12,9/14/21 0:00,Celia  Stockwell,Boulder,CO,80304,Travel & Lodging,Mileage Reimbursement
Governor,"Ganahl, Heidi",Republican,225,1/3/22 0:00,Tri-Lakes Chamber,Monument,CO,80132,Other,5120 ∑ Event Space Rental
Governor,"Polis, Jared",Democratic,225,3/28/22 0:00,Gusto,Denver,CO,80202,Telephone,Cell Phone Stipends
Governor,"Ganahl, Heidi",Republican,224.81,3/23/22 0:00,Budget Rental,Durango,CO,81303,Other,7620 ∑ Car Rental
Governor,"Neuschwanger, Danielle",American Constitution Party,223.88,1/24/22 0:00,Visa Hilton Hotels 888-8829049 Fl On 01-22 5506,Orlando,CO,32819,Travel & Lodging,Fuel Travel Expense
Governor,"Lopez, Greg",Republican,221.4,3/23/21 0:00,Herrada Printing,Aurora,CO,80012,Advertising,
Governor,"Polis, Jared",Democratic,221.24,4/1/22 0:00,Staples,Boulder,CO,80301,Office Equipment & Supplies,Equipment/Supplies
Secretary of State,"Griswold, Jena",Democratic,221.19,7/20/19 0:00,Godaddy.Com,Scotsdale,AZ,85260,Other,Annual Website Fee
Governor,"Neuschwanger, Danielle",American Constitution Party,220.88,7/27/21 0:00,Doubletree Hotel Grand Junction,Grand Junction,CO,81506,Travel & Lodging,Hotel
Governor,"Lopez, Greg",Republican,220.1,2/8/21 0:00,Enterprise Rent-A-Car,Parker,CO,80134,Travel & Lodging,
Governor,"Ganahl, Heidi",Republican,220,10/15/21 0:00,Maryn  Beutler,Denver,CO,80221,Other,7420 ∑ Media Consultants
Governor,"Polis, Jared",Democratic,220,3/28/22 0:00,Kent County Circuit Court Clerk,Grand Rapids,MI,49503,Other,Research
Governor,"Ganahl, Heidi",Republican,219.98,10/22/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Neuschwanger, Danielle",American Constitution Party,219.75,3/16/22 0:00,"2 E Pikes Peak Ave,",Colorado Springs,CO,80903,"Food, Beverages and Meals",Campaign Dinner Meeting
Governor,"Lopez, Greg",Republican,219.3,4/12/21 0:00,Hotel Elegante,Colorado Springs,CO,80906,"Food, Beverages and Meals",
Governor,"Lopez, Greg",Republican,218,8/14/20 0:00,Boutique Air,,CO,,Travel & Lodging,
Governor,"Neuschwanger, Danielle",American Constitution Party,218,6/2/21 0:00,Stay Wise Inn Cedaredge,Cedaredge,CO,81413,Travel & Lodging,Hotel
Governor,"Neuschwanger, Danielle",American Constitution Party,217.86,10/2/21 0:00,Best Western Mountain Shadows,Durango,CO,81301,Travel & Lodging,
Secretary of State,"Griswold, Jena",Democratic,217.26,9/27/21 0:00,"Expedia, Inc.",Seattle,WA,98119,Travel & Lodging,Hotel
Secretary of State,"Griswold, Jena",Democratic,216.99,10/1/21 0:00,Doubletree,Grand Junction,CO,81506,Travel & Lodging,Hotel
Governor,"Neuschwanger, Danielle",American Constitution Party,216.81,3/24/22 0:00,"Ad Victoriam Consulting, Llc",New York,NY,10004,Consultant & Professional Services,Consulting Fee
Governor,"Polis, Jared",Democratic,216.5,3/23/22 0:00,Auto Owners Insurance Co,Denver,CO,80210,Other,General Liability Insurance
Governor,"Polis, Jared",Democratic,216.5,4/21/22 0:00,Auto Owners Insurance Co,Denver,CO,80210,Other,General Liability Insurance
Governor,"Ganahl, Heidi",Republican,216.46,4/11/22 0:00,King Soopers,Colorado Springs,CO,80906,Other,5140 ∑ Event Food & Beverage
Governor,"Ganahl, Heidi",Republican,216.45,10/4/21 0:00,Hotel Maverick,Grand Junction,CO,81501,Other,7630 ∑ Lodging
Governor,"Polis, Jared",Democratic,216.23,1/10/22 0:00,Amazon.Com,Seattle,WA,98109,Office Equipment & Supplies,Office Supplies
State Treasurer,"Young, David",Democratic,216,8/2/21 0:00,Squarespace,New York,NY,10014,Office Equipment & Supplies,Website Host
Governor,"Lopez, Greg",Republican,215.64,8/20/20 0:00,Go Daddy,,CO,,Advertising,
Governor,"Ganahl, Heidi",Republican,215.25,9/29/21 0:00,Asa  Dyer,Palmer Lake,CO,80133,Other,6221 ∑ Printing
Governor,"Ganahl, Heidi",Republican,213.86,3/17/22 0:00,Asa  Dyer,Palmer Lake,CO,80133,Other,7214 ∑ Office Supplies
Governor,"Polis, Jared",Democratic,213.02,4/10/19 0:00,Gusto,Denver,CO,80202,Employee Services,
CU Regent District 05,"Montera, Ken",Republican,212.27,3/1/22 0:00,Morrell Printing,Lafayette,CO,80026,Other,6623 ∑ Banners
Governor,"Ganahl, Heidi",Republican,212.16,1/19/22 0:00,Family Table Events,Littleton,CO,80125,Other,5140 ∑ Event Food & Beverage
State Treasurer,"Young, David",Democratic,212,1/18/22 0:00,United States Postal Service,Greeley,CO,80631,Office Equipment & Supplies,
Secretary of State,"Griswold, Jena",Democratic,211.59,7/5/20 0:00,Actblue,West Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
State Treasurer,"Young, David",Democratic,211.52,4/28/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
Governor,"Ganahl, Heidi",Republican,211.38,12/13/21 0:00,Asa  Dyer,Palmer Lake,CO,80133,Other,6690 ∑ Other Promotional Expense
Governor,"Neuschwanger, Danielle",American Constitution Party,210.22,4/5/22 0:00,Winred Technical Services Llc,Arlington,VA,22219,Bank Fees,Winred Fee
STATE BD. OF ED. AT LARGE,"Plomer, Kathy",Democratic,210.03,2/27/22 0:00,Actblue Llc,Somerville,MA,2144,Fundraising Expenses,
Governor,"Neuschwanger, Danielle",American Constitution Party,210,11/29/21 0:00,Women Of Weld Small Donor Committee,Fort Lupton,CO,80621,Other,Tickets To Women Of Weld Candidate Forum January 6Th
Governor,"Polis, Jared",Democratic,209.74,2/15/19 0:00,At & T Wireless,Carol Stream,IL,60197,Office Equipment & Supplies,Cell Phone Replacement
Attorney General,"Weiser, Philip",Democratic,209.62,1/14/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email Services
Attorney General,"Weiser, Philip",Democratic,209.62,2/16/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email Services
Attorney General,"Weiser, Philip",Democratic,209.62,3/15/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email Services
Attorney General,"Weiser, Philip",Democratic,209.62,4/15/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email Services
Attorney General,"Weiser, Philip",Democratic,209.62,5/17/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email Services
Attorney General,"Weiser, Philip",Democratic,209.62,6/15/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email Services
Governor,"Polis, Jared",Democratic,208.98,12/2/21 0:00,Southwest Airlines,Dallas,TX,75235,Travel & Lodging,Travel - Airline Tickets
Governor,"Polis, Jared",Democratic,208.83,8/30/21 0:00,Walgreens #03190,Denver,CO,80246,Office Equipment & Supplies,Ppe Supplies
Attorney General,"Weiser, Philip",Democratic,208.62,11/16/20 0:00,Mailchimp,Atlanta,GA,30308,Other,Email Services
Attorney General,"Weiser, Philip",Democratic,208.62,12/14/20 0:00,Mailchimp,Atlanta,GA,30308,Other,Email Services
Governor,"Polis, Jared",Democratic,208.32,3/10/22 0:00,Emmett  Grundberg,Denver,CO,80236,Travel & Lodging,Mileage Reimbursement
Governor,"Ganahl, Heidi",Republican,208.21,11/30/21 0:00,Panera,Greenwood Village,CO,80111,Other,6890 ∑ Other Meeting Expense
State Treasurer,"Young, David",Democratic,208,11/30/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,208,12/31/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
Secretary of State,"Griswold, Jena",Democratic,207.95,1/21/22 0:00,Civitech,San Antonio,TX,78258,Fundraising Expenses,Text Messaging
Governor,"Polis, Jared",Democratic,207.09,4/7/22 0:00,Panera Bread,Denver,CO,80202,"Food, Beverages and Meals",Meeting-Food/Drink
Governor,"Lopez, Greg",Republican,207.07,3/9/22 0:00,,,,,Other,Total Fees For Assembly Badges
Secretary of State,"Anderson, Pam",Republican,207,3/9/22 0:00,Anedot Inc.,New Orleans,LA,70112,Fundraising Expenses,Donation Processing Fees
CU Regent District 01,"James, Wanda",Democratic,206.87,4/1/22 0:00,Office Depot,Denver,CO,80203,Office Equipment & Supplies,Copies
Secretary of State,"Griswold, Jena",Democratic,206.84,12/9/21 0:00,Knockco,New York,NY,10011,Other,Texting
CU Regent District 01,"Nguyen, Johnnie",Democratic,206.36,2/22/22 0:00,"C&D Printing, Inc.",Denver,CO,80212,Advertising,
Governor,"Polis, Jared",Democratic,205.26,2/23/22 0:00,Auto Owners Insurance Co,Denver,CO,80210,Other,General Liability Insurance
Governor,"Ganahl, Heidi",Republican,204.12,9/19/21 0:00,Godaddy,Scottsdale,AZ,85260,Other,6410 ∑ Registration & Hosting
BD. ED. DISTRICT 08,"Solis, Rhonda",Democratic,203.44,4/25/22 0:00,Sams Club,Evans,CO,80620,"Food, Beverages and Meals",Food For Kickoff
Secretary of State,"Griswold, Jena",Democratic,203.36,4/6/22 0:00,Usps - Boulder,Boulder,CO,80304,Office Equipment & Supplies,Stamps
Secretary of State,"Griswold, Jena",Democratic,203.1,9/13/20 0:00,Actblue,West Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
State Treasurer,"Young, David",Democratic,203,5/27/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,203,6/28/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,203,8/31/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,203,9/30/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,203,10/29/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,202.8,12/29/20 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
Governor,"Lopez, Greg",Republican,202,1/13/22 0:00,Flswebsite,Columbus,CO,43215,Other,Website
Governor,"Lopez, Greg",Republican,202,2/17/22 0:00,Flswebsite,Columbus,CO,43215,Other,Website
Governor,"Ganahl, Heidi",Republican,201.9,11/29/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Attorney General,"Weiser, Philip",Democratic,201.75,12/5/18 0:00,Usps,Denver,CO,80218,Other,Postage Stamps For Ty Notes
